# Frame  eRMDSD     RMSD
  18132 1.6422e+00 5.0981e-01 
  18133 1.5064e+00 5.1350e-01 
  18134 1.6765e+00 5.2536e-01 
  18135 1.6751e+00 4.9114e-01 
  18136 1.6412e+00 4.4586e-01 
  18137 1.5835e+00 4.8088e-01 
  18138 4.6804e-01 2.3393e-01 
  18139 5.3061e-01 2.2692e-01 
  18140 1.6382e+00 4.6035e-01 
  18141 5.5492e-01 2.3259e-01 
  18142 1.6680e+00 5.2151e-01 
  18143 1.5846e+00 4.7142e-01 
  18144 1.6166e+00 5.2970e-01 
  18145 6.3257e-01 2.0419e-01 
  18146 1.5949e+00 5.0037e-01 
  18147 7.0354e-01 2.1650e-01 
  18148 5.6066e-01 2.1600e-01 
  18149 1.4780e+00 5.1849e-01 
  18150 1.5504e+00 4.8302e-01 
  18151 1.6179e+00 5.2150e-01 
  18152 1.6461e+00 5.1966e-01 
  18153 1.7347e+00 5.4351e-01 
  18154 6.3883e-01 2.4849e-01 
  18155 1.4634e+00 5.2121e-01 
  18156 5.4350e-01 1.9487e-01 
  18157 1.5524e+00 5.1779e-01 
  18158 1.6890e+00 5.1895e-01 
  18159 1.5888e+00 5.2628e-01 
  18160 4.3197e-01 1.5372e-01 
  18161 1.6730e+00 5.2492e-01 
  18162 1.6622e+00 5.1827e-01 
  18163 1.4303e+00 4.7179e-01 
  18164 1.6164e+00 5.3009e-01 
  18165 1.6164e+00 5.3609e-01 
  18166 1.5258e+00 4.4454e-01 
  18167 1.7023e+00 5.2958e-01 
  18168 8.8774e-01 3.0808e-01 
  18169 1.6828e+00 5.0872e-01 
  18170 1.5048e+00 4.6970e-01 
  18171 9.1866e-01 3.2853e-01 
  18172 1.3918e+00 4.3340e-01 
  18173 1.6527e+00 5.2222e-01 
  18174 1.6545e+00 5.2541e-01 
  18175 1.3938e+00 4.8830e-01 
  18176 1.6276e+00 5.1556e-01 
  18177 1.6613e+00 5.1458e-01 
  18178 1.4022e+00 4.8061e-01 
  18179 1.6867e+00 5.2450e-01 
  18180 1.6490e+00 5.2028e-01 
  18181 1.7009e+00 5.2940e-01 
  18182 1.6853e+00 5.2219e-01 
  18183 7.9522e-01 2.4315e-01 
  18184 1.6170e+00 4.8147e-01 
  18185 1.6138e+00 5.2216e-01 
  18186 1.5988e+00 5.1138e-01 
  18187 1.6447e+00 5.2020e-01 
  18188 1.1438e+00 5.4749e-01 
  18189 1.7194e+00 5.7488e-01 
  18190 1.6650e+00 5.1938e-01 
  18191 9.0229e-01 3.4363e-01 
  18192 8.2745e-01 3.2742e-01 
  18193 9.2481e-01 3.5472e-01 
  18194 1.3871e+00 4.6398e-01 
  18195 1.1873e+00 5.2714e-01 
  18196 1.5941e+00 4.6429e-01 
  18197 1.7399e+00 4.9359e-01 
  18198 1.5735e+00 4.7634e-01 
  18199 1.6170e+00 5.3604e-01 
  18200 1.4869e+00 4.9001e-01 
  18201 1.1539e+00 5.3530e-01 
  18202 1.6851e+00 5.2573e-01 
  18203 1.5226e+00 4.9070e-01 
  18204 1.6949e+00 5.5782e-01 
  18205 1.7214e+00 5.6854e-01 
  18206 1.6426e+00 4.9905e-01 
  18207 3.9630e-01 1.6923e-01 
  18208 1.6572e+00 5.1055e-01 
  18209 1.6449e+00 5.2451e-01 
  18210 1.5910e+00 5.1495e-01 
  18211 8.7220e-01 3.2241e-01 
  18212 1.6324e+00 5.2786e-01 
  18213 1.7309e+00 5.7336e-01 
  18214 8.7010e-01 3.3254e-01 
  18215 1.6540e+00 5.2421e-01 
  18216 1.6591e+00 5.0815e-01 
  18217 1.6391e+00 5.1229e-01 
  18218 1.6373e+00 5.0717e-01 
  18219 1.6088e+00 5.1445e-01 
  18220 5.0213e-01 2.1376e-01 
  18221 1.6731e+00 5.1980e-01 
  18222 1.6745e+00 5.0966e-01 
  18223 1.6748e+00 5.1512e-01 
  18224 1.6818e+00 5.1306e-01 
  18225 1.5731e+00 5.2320e-01 
  18226 1.6245e+00 5.1895e-01 
  18227 1.5869e+00 5.1591e-01 
  18228 8.7651e-01 2.6876e-01 
  18229 1.6464e+00 5.2398e-01 
  18230 9.1415e-01 2.7886e-01 
  18231 1.7095e+00 5.2531e-01 
  18232 1.7042e+00 5.2750e-01 
  18233 5.8126e-01 2.5246e-01 
  18234 1.6779e+00 5.1446e-01 
  18235 1.6759e+00 5.2087e-01 
  18236 6.0528e-01 2.3340e-01 
  18237 1.2421e+00 4.0028e-01 
  18238 1.1840e+00 3.7042e-01 
  18239 1.6804e+00 5.0651e-01 
  18240 1.7433e+00 5.7744e-01 
  18241 6.2194e-01 1.9996e-01 
  18242 1.5932e+00 5.0698e-01 
  18243 1.6634e+00 5.5957e-01 
  18244 5.2235e-01 1.9182e-01 
  18245 8.4600e-01 3.3289e-01 
  18246 1.6707e+00 5.6455e-01 
  18247 1.6891e+00 5.6181e-01 
  18248 4.9653e-01 1.6679e-01 
  18249 1.6535e+00 5.0001e-01 
  18250 1.5537e+00 4.8602e-01 
  18251 1.5743e+00 4.8256e-01 
  18252 1.6003e+00 5.1215e-01 
  18253 1.5200e+00 4.8105e-01 
  18254 1.5313e+00 4.8000e-01 
  18255 1.6173e+00 4.8677e-01 
  18256 1.6979e+00 5.7114e-01 
  18257 1.6216e+00 5.0719e-01 
  18258 1.5753e+00 4.6560e-01 
  18259 1.5576e+00 4.7245e-01 
  18260 1.6285e+00 5.2864e-01 
  18261 1.6594e+00 5.1312e-01 
  18262 1.5977e+00 4.9666e-01 
  18263 5.1941e-01 1.9411e-01 
  18264 1.7438e+00 5.8465e-01 
  18265 1.6320e+00 5.1199e-01 
  18266 1.6463e+00 5.1562e-01 
  18267 1.7106e+00 5.3423e-01 
  18268 3.9268e-01 1.9148e-01 
  18269 1.6740e+00 5.3007e-01 
  18270 1.5686e+00 5.3082e-01 
  18271 1.5830e+00 4.6350e-01 
  18272 1.6845e+00 5.1847e-01 
  18273 1.6067e+00 5.2849e-01 
  18274 1.6634e+00 5.2177e-01 
  18275 1.6574e+00 5.2364e-01 
  18276 1.6434e+00 5.1451e-01 
  18277 1.6466e+00 5.2475e-01 
  18278 1.6470e+00 5.2668e-01 
  18279 1.7455e+00 5.7715e-01 
  18280 1.6742e+00 5.3179e-01 
  18281 1.5139e+00 4.8110e-01 
  18282 9.2099e-01 3.3532e-01 
  18283 1.6085e+00 5.1175e-01 
  18284 1.6614e+00 5.2829e-01 
  18285 8.5524e-01 2.9951e-01 
  18286 1.6568e+00 4.9899e-01 
  18287 1.6231e+00 5.1900e-01 
  18288 1.5758e+00 5.3329e-01 
  18289 1.5512e+00 5.2269e-01 
  18290 1.5159e+00 5.0192e-01 
  18291 1.6014e+00 5.1928e-01 
  18292 1.6242e+00 5.2152e-01 
  18293 1.5452e+00 4.8811e-01 
  18294 1.6497e+00 4.8903e-01 
  18295 1.5590e+00 4.8043e-01 
  18296 1.6453e+00 5.1564e-01 
  18297 1.6250e+00 5.3040e-01 
  18298 4.8663e-01 1.1041e-01 
  18299 1.6010e+00 4.7217e-01 
  18300 1.5534e+00 4.7119e-01 
  18301 1.7042e+00 5.6777e-01 
  18302 1.7132e+00 5.8083e-01 
  18303 1.6663e+00 5.1010e-01 
  18304 1.6519e+00 4.8480e-01 
  18305 5.7305e-01 2.1838e-01 
  18306 1.6790e+00 5.2746e-01 
  18307 1.4833e+00 5.3661e-01 
  18308 1.5360e+00 5.1977e-01 
  18309 1.4929e+00 4.7838e-01 
  18310 1.6456e+00 5.0999e-01 
  18311 1.5876e+00 4.8482e-01 
  18312 1.3958e+00 4.7964e-01 
  18313 1.4119e+00 4.8255e-01 
  18314 1.6849e+00 5.1078e-01 
  18315 1.6463e+00 5.1011e-01 
  18316 1.6403e+00 5.1297e-01 
  18317 1.4856e+00 4.6233e-01 
  18318 1.6488e+00 5.3174e-01 
  18319 1.6295e+00 5.1511e-01 
  18320 1.6623e+00 5.0004e-01 
  18321 1.6481e+00 5.2121e-01 
  18322 1.6564e+00 5.2058e-01 
  18323 1.6394e+00 5.1914e-01 
  18324 1.6784e+00 5.7772e-01 
  18325 1.5996e+00 5.2569e-01 
  18326 1.5303e+00 4.8343e-01 
  18327 1.6551e+00 5.1820e-01 
  18328 1.6452e+00 5.1929e-01 
  18329 1.6698e+00 5.0649e-01 
  18330 4.4026e-01 1.8304e-01 
  18331 1.2811e+00 3.5611e-01 
  18332 4.7434e-01 2.0722e-01 
  18333 1.6053e+00 4.8090e-01 
  18334 5.5847e-01 1.0665e-01 
  18335 1.6735e+00 5.1725e-01 
  18336 1.4379e+00 4.1502e-01 
  18337 6.1430e-01 1.7627e-01 
  18338 1.2046e+00 3.7748e-01 
  18339 1.3222e+00 4.8702e-01 
  18340 1.1974e+00 3.8318e-01 
  18341 1.6425e+00 4.9964e-01 
  18342 5.0080e-01 1.8503e-01 
  18343 1.5678e+00 4.7050e-01 
  18344 1.6568e+00 5.1004e-01 
  18345 1.5983e+00 4.7093e-01 
  18346 1.5790e+00 4.5327e-01 
  18347 4.8133e-01 1.8878e-01 
  18348 1.6917e+00 5.2713e-01 
  18349 1.5965e+00 4.6559e-01 
  18350 1.6558e+00 5.2217e-01 
  18351 1.4818e+00 5.3691e-01 
  18352 1.5834e+00 4.5440e-01 
  18353 8.6479e-01 3.8865e-01 
  18354 1.6192e+00 5.3507e-01 
  18355 8.2258e-01 4.0494e-01 
  18356 1.6096e+00 5.2691e-01 
  18357 1.7033e+00 5.2508e-01 
  18358 1.7256e+00 5.6772e-01 
  18359 1.6285e+00 4.4808e-01 
  18360 1.4804e+00 4.8674e-01 
  18361 1.5406e+00 4.8398e-01 
  18362 1.6385e+00 5.1500e-01 
  18363 1.6068e+00 5.1629e-01 
  18364 3.7209e-01 1.2275e-01 
  18365 1.6773e+00 5.2196e-01 
  18366 5.8239e-01 2.1858e-01 
  18367 8.4229e-01 3.8243e-01 
  18368 8.4572e-01 3.9180e-01 
  18369 1.5957e+00 5.2783e-01 
  18370 1.6030e+00 5.0701e-01 
  18371 1.3988e+00 4.8411e-01 
  18372 6.0784e-01 2.2512e-01 
  18373 1.6515e+00 5.0600e-01 
  18374 1.6015e+00 5.1476e-01 
  18375 1.4118e+00 4.7460e-01 
  18376 6.7929e-01 2.4056e-01 
  18377 8.0652e-01 2.4557e-01 
  18378 1.5595e+00 4.5928e-01 
  18379 1.6303e+00 4.6000e-01 
  18380 1.3985e+00 4.8225e-01 
  18381 1.6582e+00 4.7456e-01 
  18382 1.6516e+00 4.8079e-01 
  18383 1.6392e+00 4.6963e-01 
  18384 1.5551e+00 4.1373e-01 
  18385 1.6398e+00 4.4948e-01 
  18386 1.6723e+00 5.2998e-01 
  18387 1.5667e+00 4.4815e-01 
  18388 5.5844e-01 1.8930e-01 
  18389 1.7239e+00 5.3730e-01 
  18390 5.8855e-01 2.1287e-01 
  18391 1.5691e+00 4.7285e-01 
  18392 1.5140e+00 4.5848e-01 
  18393 1.5561e+00 4.8199e-01 
  18394 8.8508e-01 2.6969e-01 
  18395 1.4721e+00 4.4993e-01 
  18396 1.4623e+00 4.8508e-01 
  18397 1.5656e+00 4.6964e-01 
  18398 1.4971e+00 4.5908e-01 
  18399 1.5463e+00 4.6311e-01 
  18400 8.8471e-01 2.8792e-01 
  18401 1.6612e+00 5.2985e-01 
  18402 1.6886e+00 5.3079e-01 
  18403 1.5442e+00 4.7260e-01 
  18404 9.0111e-01 2.4738e-01 
  18405 6.5808e-01 1.7047e-01 
  18406 1.6674e+00 5.2795e-01 
  18407 1.6197e+00 4.8899e-01 
  18408 1.6245e+00 4.7359e-01 
  18409 1.5352e+00 4.7525e-01 
  18410 1.6772e+00 5.1221e-01 
  18411 7.0544e-01 2.2515e-01 
  18412 6.7414e-01 2.5644e-01 
  18413 8.7441e-01 2.6857e-01 
  18414 5.1927e-01 2.3564e-01 
  18415 1.5260e+00 5.0216e-01 
  18416 1.6437e+00 5.1916e-01 
  18417 5.2686e-01 1.6664e-01 
  18418 1.6547e+00 5.1400e-01 
  18419 1.6625e+00 5.0866e-01 
  18420 1.6061e+00 5.2043e-01 
  18421 8.6656e-01 2.4812e-01 
  18422 8.4722e-01 2.5062e-01 
  18423 1.6455e+00 5.3832e-01 
  18424 1.6562e+00 5.0551e-01 
  18425 1.4549e+00 5.1638e-01 
  18426 1.5491e+00 5.6056e-01 
  18427 1.5868e+00 5.2287e-01 
  18428 8.0855e-01 2.3015e-01 
  18429 1.5395e+00 4.6627e-01 
  18430 5.9848e-01 2.5186e-01 
  18431 1.6223e+00 5.0983e-01 
  18432 1.5376e+00 4.5732e-01 
  18433 1.5534e+00 5.1059e-01 
  18434 6.3081e-01 2.0148e-01 
  18435 1.6552e+00 5.2353e-01 
  18436 1.6303e+00 4.9679e-01 
  18437 1.6171e+00 5.3180e-01 
  18438 1.6470e+00 5.1691e-01 
  18439 1.6820e+00 5.3561e-01 
  18440 1.5706e+00 4.9004e-01 
  18441 1.5242e+00 5.2368e-01 
  18442 4.5632e-01 1.7061e-01 
  18443 1.5565e+00 4.7446e-01 
  18444 1.5430e+00 4.7674e-01 
  18445 1.6451e+00 5.1127e-01 
  18446 1.6484e+00 5.1969e-01 
  18447 1.6374e+00 5.2064e-01 
  18448 1.6354e+00 5.1766e-01 
  18449 1.6284e+00 5.1898e-01 
  18450 1.6349e+00 5.1152e-01 
  18451 1.7339e+00 5.2026e-01 
  18452 1.6443e+00 5.0988e-01 
  18453 1.5345e+00 4.8807e-01 
  18454 1.6579e+00 5.2130e-01 
  18455 1.4469e+00 4.6569e-01 
  18456 1.5851e+00 4.7679e-01 
  18457 1.7194e+00 5.3212e-01 
  18458 1.6576e+00 5.2193e-01 
  18459 1.6529e+00 5.3727e-01 
  18460 1.6279e+00 5.0956e-01 
  18461 1.6782e+00 5.1662e-01 
  18462 1.7050e+00 5.7149e-01 
  18463 1.7000e+00 5.7455e-01 
  18464 4.3788e-01 1.6610e-01 
  18465 8.6985e-01 2.8800e-01 
  18466 6.5716e-01 2.5020e-01 
  18467 8.8599e-01 3.0625e-01 
  18468 8.2567e-01 3.2904e-01 
  18469 1.6896e+00 5.2947e-01 
  18470 1.6671e+00 5.1034e-01 
  18471 8.7903e-01 3.2082e-01 
  18472 6.1255e-01 1.8573e-01 
  18473 1.4503e+00 5.4525e-01 
  18474 1.4934e+00 5.1928e-01 
  18475 1.6273e+00 5.2473e-01 
  18476 9.9333e-01 3.2121e-01 
  18477 5.7261e-01 1.9205e-01 
  18478 1.5920e+00 4.9261e-01 
  18479 1.4366e+00 4.8397e-01 
  18480 3.7770e-01 1.0228e-01 
  18481 1.3885e+00 4.6407e-01 
  18482 1.6224e+00 5.0859e-01 
  18483 4.9354e-01 2.0220e-01 
  18484 7.9378e-01 2.3223e-01 
  18485 1.6434e+00 5.1634e-01 
  18486 1.6030e+00 4.8906e-01 
  18487 1.6614e+00 5.2920e-01 
  18488 1.3554e+00 4.6170e-01 
  18489 1.6595e+00 5.2670e-01 
  18490 1.6760e+00 5.0549e-01 
  18491 1.5937e+00 5.2767e-01 
  18492 1.3281e+00 4.4899e-01 
  18493 1.5361e+00 5.3820e-01 
  18494 1.5356e+00 5.2791e-01 
  18495 1.6447e+00 5.1844e-01 
  18496 1.5499e+00 5.1752e-01 
  18497 8.6412e-01 2.5767e-01 
  18498 1.6802e+00 5.1293e-01 
  18499 1.6262e+00 5.3268e-01 
  18500 1.6040e+00 4.7016e-01 
  18501 1.5696e+00 4.5985e-01 
  18502 1.3488e+00 4.7956e-01 
  18503 1.6331e+00 5.1412e-01 
  18504 1.6769e+00 5.0884e-01 
  18505 1.6558e+00 5.3768e-01 
  18506 1.7113e+00 5.7362e-01 
  18507 1.5154e+00 4.6556e-01 
  18508 1.7077e+00 5.8021e-01 
  18509 1.5314e+00 5.4851e-01 
  18510 1.5681e+00 4.6793e-01 
  18511 1.7042e+00 5.8395e-01 
  18512 1.6770e+00 5.2048e-01 
  18513 1.5522e+00 5.1730e-01 
  18514 1.1005e+00 4.5983e-01 
  18515 1.6903e+00 5.3573e-01 
  18516 1.4821e+00 4.7287e-01 
  18517 1.1542e+00 4.6523e-01 
  18518 1.6252e+00 5.1642e-01 
  18519 1.5500e+00 4.6843e-01 
  18520 1.5228e+00 4.5337e-01 
  18521 1.6668e+00 5.1858e-01 
  18522 1.7019e+00 5.7659e-01 
  18523 1.5578e+00 4.6192e-01 
  18524 1.5640e+00 4.6216e-01 
  18525 1.1457e+00 4.5828e-01 
  18526 1.6488e+00 5.1858e-01 
  18527 1.6183e+00 5.1149e-01 
  18528 1.7576e+00 5.2429e-01 
  18529 1.6586e+00 5.3181e-01 
  18530 1.6269e+00 5.2496e-01 
  18531 1.5757e+00 4.5594e-01 
  18532 1.6894e+00 5.3510e-01 
  18533 6.0419e-01 2.2989e-01 
  18534 5.7468e-01 2.0209e-01 
  18535 5.0953e-01 1.9078e-01 
  18536 1.5650e+00 4.6023e-01 
  18537 3.2387e-01 1.5984e-01 
  18538 8.3080e-01 3.4146e-01 
  18539 9.6303e-01 3.8078e-01 
  18540 1.5729e+00 5.1401e-01 
  18541 1.7069e+00 5.7875e-01 
  18542 1.7219e+00 5.7602e-01 
  18543 1.7038e+00 5.6131e-01 
  18544 1.4721e+00 4.4114e-01 
  18545 4.4298e-01 1.8727e-01 
  18546 1.6269e+00 4.6473e-01 
  18547 1.0321e+00 4.6720e-01 
  18548 1.1090e+00 4.4794e-01 
  18549 1.6402e+00 5.0663e-01 
  18550 1.4718e+00 4.7975e-01 
  18551 1.7238e+00 5.7164e-01 
  18552 1.6739e+00 4.8514e-01 
  18553 1.5196e+00 4.6320e-01 
  18554 1.6036e+00 5.0667e-01 
  18555 1.5529e+00 4.6008e-01 
  18556 1.5598e+00 4.8066e-01 
  18557 1.6298e+00 4.4105e-01 
  18558 1.6108e+00 4.8945e-01 
  18559 7.8918e-01 3.1864e-01 
  18560 8.4405e-01 2.9973e-01 
  18561 1.6708e+00 5.1670e-01 
  18562 8.8684e-01 2.9644e-01 
  18563 8.3561e-01 2.3103e-01 
  18564 8.5361e-01 2.3880e-01 
  18565 1.2214e+00 3.9085e-01 
  18566 1.7011e+00 5.6901e-01 
  18567 1.2642e+00 4.0804e-01 
  18568 1.6256e+00 4.9554e-01 
  18569 1.6384e+00 5.1089e-01 
  18570 1.2179e+00 3.7970e-01 
  18571 1.6783e+00 5.1275e-01 
  18572 1.6008e+00 4.7577e-01 
  18573 1.5937e+00 4.9785e-01 
  18574 1.6306e+00 5.2536e-01 
  18575 1.6299e+00 5.1893e-01 
  18576 1.5998e+00 5.1870e-01 
  18577 1.5813e+00 4.6473e-01 
  18578 1.2490e+00 3.7112e-01 
  18579 1.5764e+00 4.5745e-01 
  18580 1.4718e+00 4.8870e-01 
  18581 1.4824e+00 5.4914e-01 
  18582 1.2875e+00 3.8684e-01 
  18583 1.5586e+00 4.7505e-01 
  18584 1.5557e+00 5.1151e-01 
  18585 1.5903e+00 4.9309e-01 
  18586 7.8427e-01 2.7874e-01 
  18587 1.6035e+00 4.7358e-01 
  18588 4.9198e-01 1.7286e-01 
  18589 5.2031e-01 2.5971e-01 
  18590 1.1342e+00 4.6626e-01 
  18591 9.3866e-01 3.1203e-01 
  18592 1.5063e+00 5.0334e-01 
  18593 1.4482e+00 4.8892e-01 
  18594 1.5951e+00 4.4190e-01 
  18595 1.5378e+00 4.6363e-01 
  18596 1.4992e+00 4.6927e-01 
  18597 1.1589e+00 3.8894e-01 
  18598 1.5791e+00 4.5751e-01 
  18599 1.5732e+00 4.7362e-01 
  18600 8.3995e-01 2.9549e-01 
  18601 1.2260e+00 3.6732e-01 
  18602 7.0511e-01 1.7773e-01 
  18603 4.7195e-01 1.2569e-01 
  18604 1.6167e+00 4.9934e-01 
  18605 3.4634e-01 1.6576e-01 
  18606 1.6070e+00 4.9852e-01 
  18607 1.5913e+00 4.9601e-01 
  18608 1.5758e+00 4.8572e-01 
  18609 1.5867e+00 4.9384e-01 
  18610 1.6406e+00 5.2118e-01 
  18611 4.0901e-01 1.6366e-01 
  18612 1.5941e+00 4.7864e-01 
  18613 1.6143e+00 4.8917e-01 
  18614 1.6579e+00 4.9607e-01 
  18615 1.6668e+00 5.1649e-01 
  18616 1.6515e+00 4.8482e-01 
  18617 1.4793e+00 4.6969e-01 
  18618 1.5271e+00 4.4756e-01 
  18619 1.6592e+00 5.2748e-01 
  18620 1.5842e+00 4.7202e-01 
  18621 1.5610e+00 4.6385e-01 
  18622 1.5430e+00 4.6040e-01 
  18623 1.5616e+00 4.6381e-01 
  18624 1.6159e+00 5.1443e-01 
  18625 1.1054e+00 4.4822e-01 
  18626 5.7278e-01 2.1661e-01 
  18627 1.5493e+00 4.6938e-01 
  18628 1.5518e+00 4.5617e-01 
  18629 1.7275e+00 5.8410e-01 
  18630 1.3621e+00 4.8262e-01 
  18631 5.0140e-01 2.0000e-01 
  18632 1.5376e+00 4.7002e-01 
  18633 1.5740e+00 4.6499e-01 
  18634 1.5208e+00 4.7017e-01 
  18635 6.9959e-01 2.1612e-01 
  18636 1.6745e+00 5.1445e-01 
  18637 1.7204e+00 5.6395e-01 
  18638 5.8808e-01 2.4640e-01 
  18639 1.3100e+00 4.8268e-01 
  18640 1.6150e+00 4.7918e-01 
  18641 1.5438e+00 4.5649e-01 
  18642 1.6185e+00 5.2909e-01 
  18643 1.6572e+00 5.1236e-01 
  18644 1.5836e+00 4.8374e-01 
  18645 1.2362e+00 3.7409e-01 
  18646 8.6310e-01 2.5115e-01 
  18647 1.6111e+00 4.7790e-01 
  18648 1.5457e+00 4.6167e-01 
  18649 1.5888e+00 4.7323e-01 
  18650 1.5648e+00 4.9256e-01 
  18651 1.5553e+00 4.6753e-01 
  18652 1.3831e+00 4.6747e-01 
  18653 1.5266e+00 4.5839e-01 
  18654 1.3549e+00 3.8924e-01 
  18655 1.4098e+00 4.8225e-01 
  18656 1.5172e+00 4.6606e-01 
  18657 1.6151e+00 5.2784e-01 
  18658 1.5733e+00 4.7838e-01 
  18659 1.6663e+00 5.2128e-01 
  18660 1.5336e+00 4.9168e-01 
  18661 1.5674e+00 4.9575e-01 
  18662 1.5982e+00 4.9787e-01 
  18663 1.7199e+00 5.7297e-01 
  18664 1.5538e+00 5.5507e-01 
  18665 1.6743e+00 5.2309e-01 
  18666 1.6480e+00 5.2396e-01 
  18667 1.6541e+00 5.2557e-01 
  18668 1.5550e+00 4.8745e-01 
  18669 1.5861e+00 5.0253e-01 
  18670 1.6910e+00 5.2476e-01 
  18671 1.6956e+00 5.1700e-01 
  18672 1.6658e+00 5.2451e-01 
  18673 1.5582e+00 4.7299e-01 
  18674 1.7039e+00 5.2387e-01 
  18675 1.5551e+00 4.7521e-01 
  18676 1.4863e+00 4.5908e-01 
  18677 1.4954e+00 5.1845e-01 
  18678 1.3957e+00 4.8346e-01 
  18679 1.6034e+00 5.2701e-01 
  18680 1.6598e+00 5.2621e-01 
  18681 6.4927e-01 2.6417e-01 
  18682 6.5727e-01 2.7457e-01 
  18683 1.1767e+00 3.7845e-01 
  18684 5.8876e-01 2.2736e-01 
  18685 5.7463e-01 2.4064e-01 
  18686 1.1429e+00 3.4492e-01 
  18687 7.0291e-01 2.7708e-01 
  18688 1.2680e+00 3.5651e-01 
  18689 1.6118e+00 5.0386e-01 
  18690 6.6869e-01 2.4896e-01 
  18691 6.0346e-01 2.4773e-01 
  18692 5.5360e-01 2.5542e-01 
  18693 1.6365e+00 5.0557e-01 
  18694 1.6658e+00 5.3523e-01 
  18695 1.5692e+00 5.0673e-01 
  18696 1.6376e+00 5.1742e-01 
  18697 1.5814e+00 5.1061e-01 
  18698 1.6395e+00 4.9256e-01 
  18699 1.6618e+00 5.2290e-01 
  18700 1.4967e+00 5.2170e-01 
  18701 1.5548e+00 4.5790e-01 
  18702 1.6400e+00 5.0230e-01 
  18703 1.6230e+00 5.2520e-01 
  18704 1.7351e+00 5.6586e-01 
  18705 1.6477e+00 5.1473e-01 
  18706 1.6140e+00 5.0356e-01 
  18707 5.0735e-01 1.9002e-01 
  18708 1.7140e+00 5.8472e-01 
  18709 5.1659e-01 2.1400e-01 
  18710 1.6500e+00 5.1481e-01 
  18711 1.5469e+00 5.3604e-01 
  18712 1.7376e+00 5.5788e-01 
  18713 1.6347e+00 4.9479e-01 
  18714 1.5006e+00 4.9832e-01 
  18715 1.5347e+00 4.5683e-01 
  18716 1.5303e+00 5.2590e-01 
  18717 1.5573e+00 5.1752e-01 
  18718 1.4113e+00 4.9223e-01 
  18719 1.4619e+00 4.6241e-01 
  18720 1.5690e+00 4.8964e-01 
  18721 1.6374e+00 5.2079e-01 
  18722 1.6337e+00 5.1904e-01 
  18723 1.6739e+00 5.1419e-01 
  18724 1.5977e+00 5.0091e-01 
  18725 1.7476e+00 5.7727e-01 
  18726 1.5496e+00 5.0097e-01 
  18727 1.6552e+00 5.1630e-01 
  18728 1.7277e+00 5.7380e-01 
  18729 8.7206e-01 2.8982e-01 
  18730 8.7934e-01 2.6498e-01 
  18731 1.6442e+00 5.1170e-01 
  18732 1.6050e+00 5.3791e-01 
  18733 1.6385e+00 5.0599e-01 
  18734 1.5292e+00 5.2015e-01 
  18735 1.6212e+00 5.1703e-01 
  18736 1.5570e+00 5.2862e-01 
  18737 5.5446e-01 1.6449e-01 
  18738 1.4399e+00 4.4838e-01 
  18739 1.7098e+00 5.3193e-01 
  18740 1.6539e+00 5.3461e-01 
  18741 1.5177e+00 5.0933e-01 
  18742 1.5047e+00 5.0614e-01 
  18743 1.6742e+00 5.1270e-01 
  18744 1.6123e+00 5.1916e-01 
  18745 1.6485e+00 5.2514e-01 
  18746 1.4731e+00 4.6166e-01 
  18747 1.3366e+00 4.6220e-01 
  18748 1.6175e+00 4.7400e-01 
  18749 1.6862e+00 5.4464e-01 
  18750 1.6445e+00 4.9114e-01 
  18751 1.6441e+00 5.0660e-01 
  18752 1.6703e+00 5.1807e-01 
  18753 1.4790e+00 4.8030e-01 
  18754 5.5151e-01 2.2275e-01 
  18755 5.6834e-01 1.8994e-01 
  18756 1.6377e+00 5.1039e-01 
  18757 1.1634e+00 3.9113e-01 
  18758 1.6227e+00 5.1999e-01 
  18759 1.6455e+00 5.3503e-01 
  18760 8.8514e-01 4.0348e-01 
  18761 1.4122e+00 4.5870e-01 
  18762 1.6495e+00 5.2777e-01 
  18763 5.7053e-01 1.3274e-01 
  18764 1.6936e+00 5.3017e-01 
  18765 1.4725e+00 4.4415e-01 
  18766 5.1963e-01 1.8268e-01 
  18767 4.0996e-01 1.5609e-01 
  18768 1.5933e+00 5.3425e-01 
  18769 1.5691e+00 4.8093e-01 
  18770 6.0190e-01 1.2856e-01 
  18771 6.1752e-01 1.5066e-01 
  18772 5.3154e-01 1.7654e-01 
  18773 1.5281e+00 4.6024e-01 
  18774 6.2404e-01 1.6357e-01 
  18775 1.5699e+00 4.7795e-01 
  18776 1.5349e+00 4.7448e-01 
  18777 1.7397e+00 5.8026e-01 
  18778 1.7356e+00 5.8015e-01 
  18779 1.5365e+00 4.8700e-01 
  18780 6.4320e-01 2.4961e-01 
  18781 6.1184e-01 2.4064e-01 
  18782 1.5259e+00 4.8230e-01 
  18783 1.5755e+00 4.8019e-01 
  18784 1.5763e+00 5.0351e-01 
  18785 1.6533e+00 5.1240e-01 
  18786 1.7095e+00 5.3573e-01 
  18787 1.3721e+00 4.7085e-01 
  18788 1.6035e+00 4.8163e-01 
  18789 1.5710e+00 5.3722e-01 
  18790 1.6086e+00 4.8010e-01 
  18791 1.6539e+00 5.3034e-01 
  18792 1.6379e+00 5.2319e-01 
  18793 1.0995e+00 3.9322e-01 
  18794 1.6445e+00 5.1069e-01 
  18795 1.5372e+00 4.7337e-01 
  18796 1.6708e+00 5.2492e-01 
