# Frame  eRMDSD     RMSD
   5865 1.6536e+00 5.0447e-01 
   5866 1.2328e+00 3.5004e-01 
   5867 1.4258e+00 5.2703e-01 
   5868 1.5929e+00 5.1003e-01 
   5869 1.2067e+00 3.8611e-01 
   5870 1.6281e+00 5.0615e-01 
   5871 7.3292e-01 2.0068e-01 
   5872 1.5390e+00 4.7434e-01 
   5873 1.5476e+00 4.8049e-01 
   5874 1.5351e+00 4.7514e-01 
   5875 1.6331e+00 4.9196e-01 
   5876 1.2109e+00 3.9162e-01 
   5877 1.2223e+00 3.4964e-01 
   5878 1.5785e+00 4.7185e-01 
   5879 5.9079e-01 1.2595e-01 
   5880 8.7108e-01 3.2527e-01 
   5881 8.3419e-01 2.5546e-01 
   5882 1.6509e+00 5.2488e-01 
   5883 1.5723e+00 4.7028e-01 
   5884 1.6422e+00 5.1084e-01 
   5885 1.6232e+00 5.2110e-01 
   5886 1.6044e+00 5.0490e-01 
   5887 1.6344e+00 4.9966e-01 
   5888 7.3652e-01 1.6037e-01 
   5889 1.6467e+00 5.2187e-01 
   5890 1.5997e+00 4.8646e-01 
   5891 6.7086e-01 2.2622e-01 
   5892 1.6405e+00 4.9603e-01 
   5893 1.5798e+00 4.7813e-01 
   5894 1.6373e+00 4.9946e-01 
   5895 1.7056e+00 5.2578e-01 
   5896 1.6616e+00 5.1941e-01 
   5897 1.6474e+00 5.1232e-01 
   5898 8.9436e-01 2.8995e-01 
   5899 1.5475e+00 4.8082e-01 
   5900 4.6638e-01 1.9986e-01 
   5901 9.2415e-01 2.7859e-01 
   5902 1.6210e+00 5.1853e-01 
   5903 1.6001e+00 5.2019e-01 
   5904 1.6378e+00 5.2411e-01 
   5905 9.3762e-01 3.0207e-01 
   5906 5.7463e-01 1.2127e-01 
   5907 9.4997e-01 3.4574e-01 
   5908 9.1826e-01 3.3706e-01 
   5909 1.6227e+00 5.1675e-01 
   5910 1.5025e+00 4.6188e-01 
   5911 6.3280e-01 2.3088e-01 
   5912 1.6275e+00 5.2744e-01 
   5913 7.9229e-01 2.8888e-01 
   5914 9.4913e-01 3.0507e-01 
   5915 1.6770e+00 5.2489e-01 
   5916 9.9230e-01 3.2274e-01 
   5917 1.5659e+00 4.6806e-01 
   5918 6.3264e-01 2.4440e-01 
   5919 1.6251e+00 5.1984e-01 
   5920 1.6070e+00 5.0216e-01 
   5921 1.7081e+00 5.1441e-01 
   5922 4.7270e-01 1.2522e-01 
   5923 1.4036e+00 4.7393e-01 
   5924 3.8816e-01 1.4186e-01 
   5925 6.6542e-01 1.9048e-01 
   5926 6.4592e-01 1.5570e-01 
   5927 4.8848e-01 1.5832e-01 
   5928 1.6514e+00 5.3034e-01 
   5929 1.5872e+00 4.8182e-01 
   5930 1.5120e+00 4.7979e-01 
   5931 5.4222e-01 2.0780e-01 
   5932 5.2317e-01 1.9680e-01 
   5933 1.4163e+00 4.8463e-01 
   5934 1.4501e+00 4.8545e-01 
   5935 1.5169e+00 4.6717e-01 
   5936 1.6900e+00 5.2588e-01 
   5937 3.4935e-01 1.2162e-01 
   5938 1.1510e+00 4.1683e-01 
   5939 1.6686e+00 5.0901e-01 
   5940 1.6563e+00 5.2300e-01 
   5941 1.5842e+00 5.2268e-01 
   5942 1.6068e+00 5.2711e-01 
   5943 8.1057e-01 2.5357e-01 
   5944 9.3593e-01 2.6484e-01 
   5945 5.7612e-01 1.6714e-01 
   5946 1.5327e+00 4.7243e-01 
   5947 1.3543e+00 4.7844e-01 
   5948 1.3514e+00 4.9019e-01 
   5949 1.6480e+00 5.1696e-01 
   5950 1.4553e+00 5.2974e-01 
   5951 5.9897e-01 2.7062e-01 
   5952 6.1695e-01 2.3725e-01 
   5953 7.0127e-01 2.4452e-01 
   5954 1.4509e+00 4.8624e-01 
   5955 1.3913e+00 4.8744e-01 
   5956 1.5378e+00 4.7746e-01 
   5957 3.9288e-01 1.8953e-01 
   5958 1.4805e+00 5.2389e-01 
   5959 5.8014e-01 1.9822e-01 
   5960 1.4759e+00 5.1897e-01 
   5961 1.5161e+00 5.1399e-01 
   5962 5.1701e-01 2.3989e-01 
   5963 1.4523e+00 4.8197e-01 
   5964 1.6571e+00 5.4844e-01 
   5965 1.6501e+00 5.0602e-01 
   5966 1.6384e+00 5.2033e-01 
   5967 1.4128e+00 3.7348e-01 
   5968 1.4791e+00 5.0427e-01 
   5969 1.5623e+00 5.3837e-01 
   5970 1.5160e+00 5.3152e-01 
   5971 4.9936e-01 1.9007e-01 
   5972 5.3317e-01 1.9073e-01 
   5973 4.6449e-01 1.8899e-01 
   5974 9.0139e-01 3.6652e-01 
   5975 8.3675e-01 3.0848e-01 
   5976 1.2222e+00 4.1496e-01 
   5977 5.7122e-01 2.0651e-01 
   5978 8.9568e-01 3.9476e-01 
   5979 1.5346e+00 4.6598e-01 
   5980 1.6739e+00 5.2431e-01 
   5981 1.3846e+00 4.8202e-01 
   5982 1.4538e+00 4.7766e-01 
   5983 5.4916e-01 2.1209e-01 
   5984 8.1411e-01 2.6978e-01 
   5985 1.3898e+00 4.9487e-01 
   5986 1.4968e+00 3.8174e-01 
   5987 6.3230e-01 2.2678e-01 
   5988 4.8966e-01 1.7393e-01 
   5989 4.7444e-01 2.0349e-01 
   5990 5.9510e-01 2.3428e-01 
   5991 1.5673e+00 5.1685e-01 
   5992 5.6616e-01 1.8502e-01 
   5993 1.5987e+00 4.7811e-01 
   5994 5.3105e-01 2.1031e-01 
   5995 5.6165e-01 1.8444e-01 
   5996 7.5509e-01 1.8820e-01 
   5997 4.3602e-01 1.9428e-01 
   5998 4.7007e-01 1.8697e-01 
   5999 1.5698e+00 4.9196e-01 
   6000 1.6697e+00 5.3072e-01 
   6001 1.6416e+00 4.9485e-01 
   6002 5.3677e-01 1.9328e-01 
   6003 1.0973e+00 5.5124e-01 
   6004 1.1406e+00 5.6082e-01 
   6005 1.6148e+00 5.1741e-01 
   6006 1.6248e+00 5.0403e-01 
   6007 1.6495e+00 5.1359e-01 
   6008 1.6036e+00 4.8862e-01 
   6009 1.6105e+00 5.1716e-01 
   6010 1.5631e+00 4.9419e-01 
   6011 1.6049e+00 4.8982e-01 
   6012 4.4286e-01 1.7108e-01 
   6013 1.5384e+00 4.7761e-01 
   6014 1.6296e+00 5.0950e-01 
   6015 5.1772e-01 1.3343e-01 
   6016 5.2276e-01 1.9320e-01 
   6017 7.1982e-01 2.5169e-01 
   6018 1.6909e+00 5.2009e-01 
   6019 8.4427e-01 1.2522e-01 
   6020 1.5574e+00 4.8150e-01 
   6021 1.6022e+00 4.8942e-01 
   6022 1.0836e+00 2.3334e-01 
   6023 1.2305e+00 2.5822e-01 
   6024 1.6835e+00 5.1218e-01 
   6025 5.9457e-01 2.0347e-01 
   6026 1.6560e+00 5.3828e-01 
   6027 5.9065e-01 2.8812e-01 
   6028 6.0047e-01 2.4034e-01 
   6029 1.6809e+00 5.0659e-01 
   6030 1.1286e+00 3.1406e-01 
   6031 1.1392e+00 3.2803e-01 
   6032 1.6461e+00 5.1670e-01 
   6033 1.6867e+00 5.1918e-01 
   6034 1.2606e+00 4.0010e-01 
   6035 1.6450e+00 5.1843e-01 
   6036 1.2618e+00 4.0608e-01 
   6037 1.6362e+00 5.1527e-01 
   6038 3.8349e-01 9.1219e-02 
   6039 1.0352e+00 2.9540e-01 
   6040 1.5337e+00 4.7813e-01 
   6041 1.6533e+00 5.0501e-01 
   6042 7.7988e-01 2.5677e-01 
   6043 1.5133e+00 5.2777e-01 
   6044 4.9509e-01 2.1060e-01 
   6045 1.6576e+00 5.3026e-01 
   6046 1.6139e+00 5.3021e-01 
   6047 6.4342e-01 2.2844e-01 
   6048 1.6976e+00 5.3084e-01 
   6049 1.6444e+00 5.2385e-01 
   6050 1.5243e+00 4.4801e-01 
   6051 1.6376e+00 5.2865e-01 
   6052 1.6426e+00 5.1698e-01 
   6053 1.5860e+00 5.1350e-01 
   6054 1.4344e+00 4.6897e-01 
   6055 6.7554e-01 2.3831e-01 
   6056 1.4378e+00 4.6940e-01 
   6057 1.3968e+00 4.5433e-01 
   6058 4.8327e-01 1.8562e-01 
   6059 1.5576e+00 4.6390e-01 
   6060 1.6659e+00 5.1316e-01 
   6061 5.5312e-01 2.4636e-01 
   6062 1.6740e+00 5.3543e-01 
   6063 1.7098e+00 5.1525e-01 
   6064 1.4278e+00 4.8844e-01 
   6065 1.4271e+00 4.9017e-01 
   6066 1.6609e+00 5.3010e-01 
   6067 9.3973e-01 4.4815e-01 
   6068 8.2555e-01 1.7208e-01 
   6069 1.5813e+00 4.8149e-01 
   6070 1.6475e+00 5.0410e-01 
   6071 7.8000e-01 1.6813e-01 
   6072 1.5332e+00 4.6108e-01 
   6073 1.6137e+00 4.9469e-01 
   6074 1.2320e+00 3.7513e-01 
   6075 1.6118e+00 5.1806e-01 
   6076 1.6660e+00 5.1689e-01 
   6077 3.4661e-01 1.2788e-01 
   6078 1.6604e+00 5.2266e-01 
   6079 1.6073e+00 4.9182e-01 
   6080 5.4433e-01 2.3665e-01 
   6081 1.5428e+00 4.7486e-01 
   6082 1.6910e+00 5.1382e-01 
   6083 5.8210e-01 2.3539e-01 
   6084 1.5549e+00 4.7295e-01 
   6085 1.5853e+00 5.0253e-01 
   6086 6.5240e-01 2.0809e-01 
   6087 1.5478e+00 5.0778e-01 
   6088 1.6628e+00 5.1214e-01 
   6089 1.6727e+00 5.1615e-01 
   6090 1.6145e+00 5.0676e-01 
   6091 1.5643e+00 4.8978e-01 
   6092 1.6472e+00 5.1567e-01 
   6093 1.6059e+00 5.2817e-01 
   6094 1.6743e+00 5.2056e-01 
   6095 9.1852e-01 3.1481e-01 
   6096 4.6467e-01 1.9889e-01 
   6097 1.6785e+00 5.3321e-01 
   6098 1.5980e+00 5.2044e-01 
   6099 1.6334e+00 4.9299e-01 
   6100 1.5858e+00 5.0787e-01 
   6101 1.6792e+00 5.2123e-01 
   6102 1.6282e+00 5.2395e-01 
   6103 3.9478e-01 1.2029e-01 
   6104 1.6236e+00 5.1530e-01 
   6105 9.1991e-01 3.8427e-01 
   6106 1.6211e+00 5.2767e-01 
   6107 1.5293e+00 4.8054e-01 
   6108 1.5855e+00 5.1705e-01 
   6109 1.6404e+00 5.0452e-01 
   6110 8.6563e-01 3.0885e-01 
   6111 8.7307e-01 3.6319e-01 
   6112 1.6010e+00 5.0742e-01 
   6113 1.5931e+00 4.8961e-01 
   6114 1.6057e+00 4.8645e-01 
   6115 1.7185e+00 5.3369e-01 
   6116 1.6491e+00 5.1424e-01 
   6117 1.6095e+00 4.9994e-01 
   6118 1.6364e+00 4.7952e-01 
   6119 1.5470e+00 4.6479e-01 
   6120 1.6937e+00 5.0232e-01 
   6121 1.5975e+00 4.3951e-01 
   6122 1.6358e+00 5.1779e-01 
   6123 1.6724e+00 5.2973e-01 
   6124 1.5964e+00 4.8066e-01 
   6125 1.6727e+00 5.0729e-01 
   6126 1.6294e+00 4.9870e-01 
   6127 1.5498e+00 4.7194e-01 
   6128 1.6232e+00 5.1823e-01 
   6129 1.1369e+00 4.0264e-01 
   6130 1.6553e+00 5.0579e-01 
   6131 1.6504e+00 5.2580e-01 
   6132 1.6364e+00 5.1671e-01 
   6133 1.6832e+00 5.2490e-01 
   6134 1.6691e+00 5.2549e-01 
   6135 1.6474e+00 5.2607e-01 
   6136 1.6368e+00 5.0933e-01 
   6137 6.5026e-01 2.3130e-01 
   6138 1.6964e+00 5.2709e-01 
   6139 4.2756e-01 1.9750e-01 
   6140 4.4950e-01 1.9288e-01 
   6141 7.8986e-01 2.5172e-01 
   6142 8.2863e-01 2.8261e-01 
   6143 6.8258e-01 2.4704e-01 
   6144 4.8273e-01 1.9689e-01 
   6145 1.6880e+00 5.1139e-01 
   6146 1.5503e+00 4.4290e-01 
   6147 1.0886e+00 3.0913e-01 
   6148 1.6570e+00 5.2995e-01 
   6149 1.4069e+00 5.0132e-01 
   6150 1.6562e+00 5.0872e-01 
   6151 1.6120e+00 5.1353e-01 
   6152 9.1086e-01 2.9398e-01 
   6153 1.6707e+00 5.2877e-01 
   6154 1.5724e+00 4.7015e-01 
   6155 1.5830e+00 4.9958e-01 
   6156 9.3895e-01 3.3778e-01 
   6157 1.5898e+00 4.8464e-01 
   6158 1.5471e+00 5.0059e-01 
   6159 8.8756e-01 2.5000e-01 
   6160 8.0684e-01 2.6567e-01 
   6161 1.6355e+00 5.0093e-01 
   6162 9.6159e-01 3.3120e-01 
   6163 1.5180e+00 4.8415e-01 
   6164 8.1958e-01 3.4177e-01 
   6165 4.0652e-01 1.3414e-01 
   6166 8.5966e-01 2.6579e-01 
   6167 8.8920e-01 2.6243e-01 
   6168 1.6060e+00 4.9276e-01 
   6169 1.5307e+00 4.7889e-01 
   6170 3.1781e-01 8.8952e-02 
   6171 1.6141e+00 5.1447e-01 
   6172 9.4128e-01 2.4027e-01 
   6173 1.6429e+00 5.0289e-01 
   6174 1.6669e+00 5.1854e-01 
   6175 1.6397e+00 5.2717e-01 
   6176 1.7050e+00 5.3209e-01 
   6177 1.5430e+00 5.0406e-01 
   6178 1.6828e+00 5.1816e-01 
   6179 1.5540e+00 4.7254e-01 
   6180 1.5389e+00 4.7130e-01 
   6181 1.5646e+00 4.6698e-01 
   6182 1.5069e+00 4.6894e-01 
   6183 1.6338e+00 4.6017e-01 
   6184 1.6156e+00 4.3956e-01 
   6185 1.5952e+00 5.0770e-01 
   6186 1.5809e+00 4.7559e-01 
   6187 1.6212e+00 4.8148e-01 
   6188 1.5952e+00 4.7896e-01 
   6189 1.6787e+00 4.6801e-01 
   6190 1.5361e+00 4.5696e-01 
   6191 1.6090e+00 5.0543e-01 
   6192 1.5490e+00 4.9033e-01 
   6193 1.5400e+00 5.0055e-01 
   6194 1.5302e+00 4.6388e-01 
   6195 7.0771e-01 2.4800e-01 
   6196 1.3351e+00 4.3314e-01 
   6197 1.6434e+00 4.8287e-01 
   6198 1.0082e+00 3.2399e-01 
   6199 9.5146e-01 3.2673e-01 
   6200 1.6214e+00 5.2391e-01 
   6201 1.5760e+00 4.8163e-01 
   6202 1.6353e+00 5.0990e-01 
   6203 1.5781e+00 4.4721e-01 
   6204 1.2481e+00 4.0135e-01 
   6205 6.4107e-01 1.7521e-01 
   6206 1.6577e+00 5.2622e-01 
   6207 1.5402e+00 5.0469e-01 
   6208 1.6197e+00 5.4493e-01 
   6209 9.0800e-01 3.2210e-01 
   6210 1.6554e+00 4.9895e-01 
   6211 9.6501e-01 2.9464e-01 
   6212 1.5201e+00 4.8495e-01 
   6213 8.5861e-01 2.9384e-01 
   6214 1.5684e+00 4.9865e-01 
   6215 1.5571e+00 4.6189e-01 
   6216 1.6586e+00 5.3076e-01 
   6217 4.2443e-01 1.6339e-01 
   6218 1.5006e+00 5.1630e-01 
   6219 5.2132e-01 2.0344e-01 
   6220 1.5201e+00 4.7833e-01 
   6221 5.3542e-01 1.6321e-01 
   6222 1.6374e+00 5.2029e-01 
   6223 1.6449e+00 4.5270e-01 
   6224 1.3994e+00 5.0816e-01 
   6225 1.5981e+00 4.6429e-01 
   6226 1.6203e+00 4.4768e-01 
   6227 1.5716e+00 4.4711e-01 
   6228 1.7267e+00 5.1972e-01 
   6229 1.6110e+00 4.7760e-01 
   6230 5.5012e-01 1.1192e-01 
   6231 5.0342e-01 1.2619e-01 
   6232 4.5522e-01 1.5226e-01 
   6233 1.6136e+00 5.2189e-01 
   6234 1.6305e+00 4.8056e-01 
   6235 1.6438e+00 5.0628e-01 
   6236 1.6065e+00 4.8640e-01 
   6237 1.5950e+00 5.2325e-01 
   6238 1.5554e+00 5.0295e-01 
   6239 8.9357e-01 2.6438e-01 
   6240 1.5776e+00 4.7344e-01 
   6241 5.8264e-01 1.6102e-01 
   6242 5.4509e-01 1.5494e-01 
   6243 1.6684e+00 5.2258e-01 
   6244 1.6824e+00 5.1314e-01 
   6245 1.6904e+00 5.2576e-01 
   6246 1.4942e+00 4.7560e-01 
   6247 1.6271e+00 4.8983e-01 
   6248 5.3855e-01 1.8945e-01 
   6249 1.5866e+00 5.5293e-01 
   6250 1.6450e+00 5.4927e-01 
   6251 1.6673e+00 5.3230e-01 
   6252 1.5379e+00 5.2781e-01 
   6253 1.2906e+00 3.8586e-01 
   6254 1.5041e+00 5.4474e-01 
   6255 1.6814e+00 5.2388e-01 
   6256 1.6150e+00 5.1756e-01 
   6257 1.6532e+00 5.1956e-01 
   6258 1.5311e+00 5.4348e-01 
   6259 1.6632e+00 5.1482e-01 
   6260 1.6429e+00 5.1610e-01 
   6261 1.5741e+00 5.3335e-01 
   6262 1.6653e+00 5.2058e-01 
   6263 1.5690e+00 4.4381e-01 
   6264 8.1040e-01 2.3218e-01 
   6265 8.8959e-01 2.8885e-01 
   6266 1.6782e+00 5.0990e-01 
   6267 8.8069e-01 2.7038e-01 
   6268 1.6953e+00 5.3661e-01 
   6269 9.6508e-01 3.6217e-01 
   6270 6.8934e-01 2.1409e-01 
   6271 1.6173e+00 5.0566e-01 
   6272 5.9868e-01 1.9823e-01 
   6273 4.6544e-01 1.3612e-01 
   6274 1.5737e+00 4.6762e-01 
   6275 1.6458e+00 5.2798e-01 
   6276 8.6491e-01 3.0466e-01 
   6277 4.6679e-01 1.9795e-01 
   6278 5.6857e-01 2.1927e-01 
   6279 1.5488e+00 4.7078e-01 
   6280 5.6230e-01 1.9899e-01 
   6281 5.2849e-01 2.1421e-01 
   6282 1.6310e+00 5.2040e-01 
   6283 6.4705e-01 2.1564e-01 
   6284 4.6003e-01 1.7545e-01 
   6285 1.3973e+00 4.6746e-01 
   6286 1.5386e+00 4.7636e-01 
   6287 1.5662e+00 5.0223e-01 
   6288 1.6002e+00 4.7253e-01 
   6289 1.5920e+00 5.0452e-01 
   6290 1.6862e+00 5.3056e-01 
   6291 1.6301e+00 5.0634e-01 
   6292 1.5032e+00 5.1646e-01 
   6293 1.6312e+00 5.0851e-01 
   6294 1.6438e+00 4.8320e-01 
   6295 1.6452e+00 5.1866e-01 
   6296 1.6703e+00 5.1364e-01 
   6297 6.1863e-01 2.6111e-01 
   6298 1.6333e+00 5.1321e-01 
   6299 1.6667e+00 5.1755e-01 
   6300 5.9646e-01 1.6657e-01 
   6301 1.4506e+00 4.7585e-01 
   6302 1.0905e+00 2.7953e-01 
   6303 1.6536e+00 5.1264e-01 
   6304 3.5474e-01 1.2685e-01 
   6305 1.7021e+00 5.2037e-01 
   6306 1.5856e+00 5.0314e-01 
   6307 1.5967e+00 4.8767e-01 
   6308 4.2062e-01 1.8406e-01 
   6309 1.6559e+00 5.4842e-01 
   6310 1.6550e+00 5.1878e-01 
   6311 1.5280e+00 4.8730e-01 
   6312 1.4671e+00 4.8705e-01 
   6313 1.6349e+00 5.4933e-01 
   6314 1.4674e+00 4.8779e-01 
   6315 1.5677e+00 5.0259e-01 
   6316 1.5311e+00 5.3496e-01 
   6317 9.0040e-01 3.1512e-01 
   6318 1.6938e+00 5.1913e-01 
   6319 1.5926e+00 5.1668e-01 
   6320 1.6192e+00 5.0877e-01 
   6321 1.5731e+00 5.0353e-01 
   6322 1.6325e+00 5.0134e-01 
   6323 1.6840e+00 5.1676e-01 
   6324 1.6393e+00 4.5901e-01 
   6325 1.4693e+00 4.7016e-01 
   6326 1.5980e+00 4.4960e-01 
   6327 1.5768e+00 4.8177e-01 
   6328 1.5585e+00 4.8825e-01 
   6329 1.5470e+00 4.8081e-01 
   6330 1.6346e+00 5.1471e-01 
   6331 1.6801e+00 5.3112e-01 
   6332 1.6506e+00 4.6953e-01 
   6333 1.5621e+00 4.7434e-01 
   6334 5.9996e-01 1.9234e-01 
   6335 1.5621e+00 4.7033e-01 
   6336 1.6263e+00 5.0802e-01 
   6337 8.7085e-01 2.2690e-01 
   6338 1.6762e+00 5.1610e-01 
   6339 1.6062e+00 5.1993e-01 
   6340 1.5676e+00 5.3478e-01 
   6341 1.5800e+00 4.7208e-01 
   6342 1.6830e+00 5.2046e-01 
   6343 1.5190e+00 4.3981e-01 
   6344 5.5403e-01 2.0307e-01 
   6345 1.6670e+00 5.2663e-01 
   6346 1.3949e+00 4.7311e-01 
   6347 1.4183e+00 4.8238e-01 
   6348 1.5198e+00 4.7754e-01 
   6349 1.4594e+00 4.7045e-01 
   6350 4.4245e-01 1.3490e-01 
   6351 1.6591e+00 5.1882e-01 
   6352 6.2536e-01 1.3759e-01 
   6353 1.6500e+00 5.2890e-01 
   6354 1.6496e+00 5.1296e-01 
   6355 4.7075e-01 1.6668e-01 
   6356 6.0080e-01 2.0215e-01 
   6357 1.6341e+00 5.2847e-01 
   6358 1.5378e+00 4.6361e-01 
   6359 1.6041e+00 5.1900e-01 
   6360 1.6251e+00 5.1776e-01 
   6361 9.3341e-01 3.1487e-01 
   6362 9.4510e-01 2.2438e-01 
   6363 1.6488e+00 5.1078e-01 
   6364 1.6921e+00 5.2067e-01 
   6365 1.6273e+00 5.2276e-01 
   6366 9.5102e-01 2.5651e-01 
   6367 1.6461e+00 5.2537e-01 
   6368 1.6141e+00 5.1778e-01 
   6369 5.6121e-01 2.0773e-01 
   6370 5.0836e-01 1.9685e-01 
   6371 1.4125e+00 4.5935e-01 
   6372 8.7407e-01 3.3203e-01 
   6373 4.3717e-01 1.8336e-01 
   6374 1.6564e+00 5.0327e-01 
   6375 1.6436e+00 5.0101e-01 
   6376 1.4618e+00 4.9723e-01 
   6377 1.5283e+00 4.1591e-01 
   6378 1.5304e+00 4.3401e-01 
   6379 1.6274e+00 5.1019e-01 
   6380 1.6827e+00 4.5295e-01 
   6381 1.6211e+00 4.6732e-01 
   6382 8.6215e-01 2.8690e-01 
   6383 1.6683e+00 5.1836e-01 
   6384 1.6995e+00 5.1678e-01 
   6385 1.6059e+00 5.2058e-01 
   6386 1.5993e+00 5.0489e-01 
   6387 1.5380e+00 5.0813e-01 
   6388 1.6627e+00 4.5883e-01 
   6389 6.2423e-01 2.4755e-01 
   6390 1.6358e+00 5.0797e-01 
   6391 3.9289e-01 1.5757e-01 
   6392 1.6998e+00 5.2334e-01 
   6393 1.6755e+00 5.0847e-01 
   6394 8.8971e-01 3.2120e-01 
   6395 9.1197e-01 3.5208e-01 
   6396 1.0129e+00 3.7755e-01 
   6397 1.6414e+00 5.1948e-01 
   6398 7.1791e-01 2.6856e-01 
   6399 1.5503e+00 4.4555e-01 
   6400 1.6147e+00 4.9996e-01 
   6401 9.2653e-01 3.2810e-01 
   6402 1.6745e+00 5.1929e-01 
   6403 8.3141e-01 3.3865e-01 
   6404 1.6780e+00 5.1648e-01 
   6405 1.7290e+00 5.2531e-01 
   6406 1.6858e+00 5.2943e-01 
   6407 1.6473e+00 5.1628e-01 
   6408 1.5999e+00 5.1187e-01 
   6409 1.7192e+00 5.2925e-01 
   6410 8.4703e-01 2.5969e-01 
   6411 4.3057e-01 1.7613e-01 
   6412 1.6003e+00 5.1013e-01 
   6413 1.6567e+00 5.2019e-01 
   6414 7.9411e-01 2.4558e-01 
   6415 4.8518e-01 1.9253e-01 
   6416 1.6206e+00 4.4907e-01 
   6417 1.0033e+00 3.4556e-01 
   6418 4.4441e-01 1.9393e-01 
   6419 5.3842e-01 1.8136e-01 
   6420 8.5855e-01 3.1783e-01 
   6421 1.6582e+00 5.1591e-01 
   6422 1.4498e+00 5.1083e-01 
   6423 8.9249e-01 3.3816e-01 
   6424 9.1749e-01 3.4984e-01 
   6425 8.2345e-01 2.6434e-01 
   6426 1.6471e+00 5.1342e-01 
   6427 1.6436e+00 5.1196e-01 
   6428 8.6131e-01 3.1841e-01 
   6429 5.3948e-01 2.0183e-01 
   6430 6.2863e-01 2.1333e-01 
   6431 5.8324e-01 1.8088e-01 
   6432 1.4706e+00 4.5213e-01 
   6433 1.6570e+00 5.1758e-01 
   6434 1.5934e+00 5.3936e-01 
   6435 1.6070e+00 4.1858e-01 
   6436 4.6674e-01 1.8545e-01 
   6437 1.6589e+00 4.7450e-01 
   6438 1.6199e+00 4.7224e-01 
   6439 1.6106e+00 4.9548e-01 
   6440 5.1138e-01 1.1129e-01 
   6441 4.6200e-01 1.4044e-01 
   6442 1.6194e+00 5.1782e-01 
   6443 1.4709e+00 4.7170e-01 
   6444 1.6538e+00 5.0910e-01 
   6445 1.5578e+00 5.3583e-01 
   6446 1.6330e+00 5.1814e-01 
   6447 1.4873e+00 4.7114e-01 
   6448 5.7074e-01 1.7566e-01 
   6449 1.6361e+00 5.1487e-01 
   6450 1.6016e+00 5.3163e-01 
   6451 9.4152e-01 3.0174e-01 
   6452 1.5357e+00 5.1287e-01 
   6453 6.0467e-01 2.5789e-01 
   6454 9.3364e-01 3.2161e-01 
   6455 1.4838e+00 5.2058e-01 
   6456 8.3294e-01 2.3400e-01 
   6457 1.5332e+00 4.8325e-01 
   6458 7.0325e-01 2.4953e-01 
   6459 9.3931e-01 3.2807e-01 
   6460 1.0909e+00 2.9886e-01 
   6461 7.8924e-01 2.1758e-01 
   6462 1.6286e+00 5.0858e-01 
   6463 8.4630e-01 2.7055e-01 
   6464 5.3557e-01 2.2390e-01 
   6465 9.5098e-01 2.5127e-01 
   6466 1.6603e+00 5.3807e-01 
   6467 1.6415e+00 4.8728e-01 
   6468 8.2430e-01 2.3067e-01 
   6469 9.5193e-01 3.0718e-01 
   6470 6.4265e-01 1.8474e-01 
   6471 1.5043e+00 5.1752e-01 
   6472 1.6838e+00 5.2542e-01 
   6473 1.4340e+00 4.5433e-01 
   6474 1.5141e+00 5.4113e-01 
   6475 1.4105e+00 4.2742e-01 
   6476 1.0042e+00 2.7702e-01 
   6477 1.3791e+00 4.2748e-01 
   6478 1.6346e+00 5.2394e-01 
   6479 1.6136e+00 5.0290e-01 
   6480 1.6358e+00 5.2960e-01 
   6481 1.6425e+00 5.1555e-01 
   6482 1.5747e+00 4.5352e-01 
   6483 9.1495e-01 2.8114e-01 
   6484 1.6087e+00 5.2232e-01 
   6485 1.6261e+00 5.1316e-01 
   6486 1.6872e+00 5.4135e-01 
   6487 1.5939e+00 5.0541e-01 
   6488 1.6628e+00 5.0822e-01 
   6489 1.6703e+00 5.1560e-01 
   6490 1.6333e+00 5.0789e-01 
   6491 1.7125e+00 5.2838e-01 
   6492 1.7447e+00 5.2857e-01 
   6493 1.6848e+00 5.2453e-01 
   6494 1.6583e+00 5.3689e-01 
   6495 1.6847e+00 5.1993e-01 
   6496 1.4157e+00 4.7970e-01 
   6497 1.6639e+00 5.2375e-01 
   6498 1.6657e+00 5.1609e-01 
   6499 1.6111e+00 5.0918e-01 
   6500 7.8854e-01 2.6304e-01 
   6501 7.0910e-01 2.6746e-01 
   6502 8.3518e-01 2.5974e-01 
   6503 4.7063e-01 1.7306e-01 
   6504 1.6738e+00 5.1614e-01 
   6505 8.9560e-01 3.0489e-01 
   6506 1.7116e+00 5.3546e-01 
   6507 1.7067e+00 5.3870e-01 
   6508 4.2980e-01 1.9054e-01 
   6509 6.7393e-01 2.1031e-01 
   6510 1.5578e+00 4.7604e-01 
   6511 5.4194e-01 2.3040e-01 
   6512 1.0342e+00 3.2234e-01 
   6513 8.7266e-01 3.0533e-01 
   6514 8.3946e-01 3.1445e-01 
   6515 8.8059e-01 2.5736e-01 
   6516 8.2195e-01 2.7762e-01 
   6517 1.7054e+00 5.2480e-01 
   6518 1.4447e+00 4.6545e-01 
   6519 9.0750e-01 3.2002e-01 
   6520 1.0330e+00 2.6124e-01 
   6521 1.5643e+00 4.6817e-01 
   6522 1.6014e+00 4.8187e-01 
   6523 1.6671e+00 5.1884e-01 
   6524 1.6697e+00 5.2707e-01 
   6525 1.6597e+00 5.1360e-01 
   6526 1.6343e+00 5.2441e-01 
   6527 1.6691e+00 5.3148e-01 
   6528 1.5747e+00 4.7847e-01 
   6529 1.6558e+00 5.1812e-01 
